Entry	Status	Gene ontology (cellular component)
C0HL64	reviewed	extracellular matrix [GO:0031012]
C0HL65	reviewed	extracellular matrix [GO:0031012]
Q7K4Y0	unreviewed	cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q95RR8	reviewed	cytoplasm [GO:0005737]; PAN complex [GO:0031251]; P-body [GO:0000932]
Q9I7Q6	unreviewed	extracellular matrix [GO:0031012]
Q9V3Z9	unreviewed	
Q9V535	reviewed	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; exon-exon junction complex [GO:0035145]; nucleus [GO:0005634]
Q9V9Q6	unreviewed	cleavage furrow [GO:0032154]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]
Q9VII3	unreviewed	anchored component of plasma membrane [GO:0046658]
Q9VN50	reviewed	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]
Q9VPQ5	unreviewed	nucleus [GO:0005634]
Q9VX01	unreviewed	extracellular region [GO:0005576]
A1Z7L0	unreviewed	
O96676	unreviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
P55841	reviewed	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]
Q9VV74	reviewed	Cajal body [GO:0015030]; cytoplasm [GO:0005737]; cytoplasmic U snRNP body [GO:0071254]; Gemini of coiled bodies [GO:0097504]; I band [GO:0031674]; neuromuscular junction [GO:0031594]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; SmD-containing SMN-Sm protein complex [GO:0034730]; SMN complex [GO:0032797]; SMN-Gemin2 complex [GO:0034718]; spliceosomal complex [GO:0005681]; Z disc [GO:0030018]
Q9VZJ3	unreviewed	Ino80 complex [GO:0031011]; MLL1 complex [GO:0071339]; NSL complex [GO:0044545]; nucleus [GO:0005634]; polytene chromosome interband [GO:0005705]
Q9W2U6	unreviewed	nucleus [GO:0005634]
A1Z7L1	unreviewed	
C6SV45	unreviewed	nucleus [GO:0005634]
Q27297	reviewed	condensed nuclear chromosome [GO:0000794]
Q7JZR0	unreviewed	
Q9U6M0	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9VIF9	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9VVE5	reviewed	cytoplasm [GO:0005737]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]
Q9XTL2	unreviewed	ESCRT-0 complex [GO:0033565]
A1Z7L6	unreviewed	ELL-EAF complex [GO:0032783]
P07190	reviewed	
P49905	reviewed	nucleus [GO:0005634]; SAGA complex [GO:0000124]; SLIK (SAGA-like) complex [GO:0046695]; transcription factor TFIID complex [GO:0005669]
Q05825	reviewed	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) [GO:0000275]; mitochondrion [GO:0005739]
Q24534	unreviewed	nucleus [GO:0005634]; precatalytic spliceosome [GO:0071011]; ribonucleoprotein complex [GO:1990904]; U2 snRNP [GO:0005686]
Q8IH82	unreviewed	cytoplasm [GO:0005737]
Q8IM98	unreviewed	
Q9V3Y7	unreviewed	extracellular region [GO:0005576]
Q9VT00	unreviewed	ESC/E(Z) complex [GO:0035098]; histone methyltransferase complex [GO:0035097]; nuclear euchromatin [GO:0005719]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]
Q9VTS9	unreviewed	adherens junction [GO:0005912]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; Z disc [GO:0030018]
A1Z7L8	unreviewed	activin receptor complex [GO:0048179]; integral component of plasma membrane [GO:0005887]; receptor complex [GO:0043235]
P37236	reviewed	membrane [GO:0016020]; presynapse [GO:0098793]
P42325	reviewed	
Q24253	unreviewed	AP-2 adaptor complex [GO:0030122]; AP-type membrane coat adaptor complex [GO:0030119]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle [GO:0030136]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]
Q9VFG8	reviewed	apical cortex [GO:0045179]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; cytoplasmic side of apical plasma membrane [GO:0098592]; Kibra-Ex-Mer complex [GO:0036375]
A1Z7M0	unreviewed	
Q7JN06	unreviewed	nucleus [GO:0005634]; polytene chromosome interband [GO:0005705]
Q9VD05	unreviewed	nucleus [GO:0005634]
Q9VDW6	reviewed	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dystrophin-associated glycoprotein complex [GO:0016010]; sarcolemma [GO:0042383]; synapse [GO:0045202]
Q9VV12	unreviewed	
A1Z7M3	unreviewed	
O46308	unreviewed	protein kinase complex [GO:1902911]; serine/threonine protein kinase complex [GO:1902554]
Q9VLR9	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q9VSE6	unreviewed	chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9VSQ3	unreviewed	
Q9VWC4	unreviewed	SCF ubiquitin ligase complex [GO:0019005]
A1Z7M6	unreviewed	integral component of membrane [GO:0016021]
Q9VXR2	unreviewed	
A1Z7M7	unreviewed	
Q86B91	reviewed	integral component of membrane [GO:0016021]
Q9VKS2	unreviewed	
A1Z7M8	unreviewed	extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q9VDE3	unreviewed	SCF ubiquitin ligase complex [GO:0019005]
A8JQX6	unreviewed	nucleus [GO:0005634]
Q7K2X1	unreviewed	nucleus [GO:0005634]
Q9VZB5	unreviewed	
Q9W1H7	unreviewed	nucleus [GO:0005634]
A1Z7N6	unreviewed	
M9NFF6	unreviewed	apical cortex [GO:0045179]; apical part of cell [GO:0045177]; cytoplasm [GO:0005737]
Q7KU89	unreviewed	
Q8T3Z0	unreviewed	microtubule associated complex [GO:0005875]; sperm flagellum [GO:0036126]
Q9VE52	unreviewed	mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; mRNA cleavage stimulating factor complex [GO:0005848]
Q9VMT4	unreviewed	
A1Z7P5	unreviewed	cytoplasm [GO:0005737]; nuclear lamina [GO:0005652]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome, telomeric region [GO:0035012]
Q5BI03	unreviewed	autophagosome [GO:0005776]
Q9VD02	unreviewed	
Q9W3U8	unreviewed	
A1Z7Q5	unreviewed	clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]
Q9I7L7	unreviewed	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
A1Z7Q7	unreviewed	
Q9U1L7	unreviewed	
A1Z7Q8	unreviewed	cytoplasm [GO:0005737]; nucleotide-activated protein kinase complex [GO:0031588]; nucleus [GO:0005634]
Q01644	reviewed	
Q6AWN0	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q7K5K3	unreviewed	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; pyruvate dehydrogenase complex [GO:0045254]
Q9W205	unreviewed	
A1Z7S0	unreviewed	endosome membrane [GO:0010008]
Q7JYX5	unreviewed	autolysosome [GO:0044754]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; SNARE complex [GO:0031201]
Q95RG8	unreviewed	cell leading edge [GO:0031252]; cytoplasm [GO:0005737]; presynaptic active zone [GO:0048786]
A1Z7S3	unreviewed	autophagosome [GO:0005776]; lysosome [GO:0005764]; melanosome [GO:0042470]; mitochondrion [GO:0005739]; recycling endosome [GO:0055037]; synapse [GO:0045202]; trans-Golgi network [GO:0005802]; vesicle [GO:0031982]
Q8IMQ4	unreviewed	
A1Z7S7	unreviewed	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q8MSA3	unreviewed	
A1Z7T0	reviewed	apical cortex [GO:0045179]; cell junction [GO:0030054]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; midbody [GO:0030496]; nucleus [GO:0005634]
P40792	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; plasma membrane [GO:0005886]; rhabdomere [GO:0016028]; ruffle [GO:0001726]
Q9V9J3	reviewed	adherens junction [GO:0005912]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; plasma membrane [GO:0005886]
A1Z7U5	unreviewed	
Q9VH94	unreviewed	mitochondrion [GO:0005739]
A1Z7V2	unreviewed	presynaptic active zone [GO:0048786]
O01367	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P08175	reviewed	sperm flagellum [GO:0036126]
P08736	reviewed	cytoplasm [GO:0005737]
P37159	reviewed	extracellular space [GO:0005615]
P61857	reviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]
Q08694	reviewed	extracellular space [GO:0005615]
Q868Z9	reviewed	basement membrane [GO:0005604]
Q8MLN5	unreviewed	
Q8T3W6	unreviewed	
Q8T959	unreviewed	
Q9VB05	unreviewed	centrosome [GO:0005813]; contractile ring [GO:0070938]; endosome [GO:0005768]; intercellular bridge [GO:0045171]; midbody [GO:0030496]
Q9VD28	reviewed	nucleus [GO:0005634]
Q9VPU3	unreviewed	membrane [GO:0016020]
Q9VVG2	unreviewed	
Q9VVI0	unreviewed	catalytic step 2 spliceosome [GO:0071013]; precatalytic spliceosome [GO:0071011]; small nuclear ribonucleoprotein complex [GO:0030532]; U4/U6 x U5 tri-snRNP complex [GO:0046540]
Q9VVP5	unreviewed	
Q9VVQ1	unreviewed	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]
Q9VYJ3	unreviewed	
Q9W0H1	unreviewed	
A1Z7V9	unreviewed	nucleus [GO:0005634]
Q9VUU7	unreviewed	
A1Z7W1	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P05527	reviewed	nucleus [GO:0005634]
A1Z7X7	unreviewed	cytoplasm [GO:0005737]
Q9VW02	unreviewed	extracellular matrix [GO:0031012]
A1Z7Z4	unreviewed	
Q6NN09	unreviewed	integral component of membrane [GO:0016021]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]
A1Z803	unreviewed	integral component of membrane [GO:0016021]
Q9VZ44	unreviewed	membrane [GO:0016020]
A1Z813	unreviewed	COPII vesicle coat [GO:0030127]; Golgi membrane [GO:0000139]
O97365	unreviewed	collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
P06002	reviewed	cytoplasmic vesicle [GO:0031410]; early endosome [GO:0005769]; inaD signaling complex [GO:0016027]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; multivesicular body [GO:0005771]; photoreceptor outer segment [GO:0001750]; rhabdomere [GO:0016028]; rough endoplasmic reticulum [GO:0005791]; secondary lysosome [GO:0005767]; subrhabdomeral cisterna [GO:0016029]
P08266	reviewed	RNA polymerase II, core complex [GO:0005665]
P09180	reviewed	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]
P13060	reviewed	cytosol [GO:0005829]
P31007	reviewed	apical cortex [GO:0045179]; apicolateral plasma membrane [GO:0016327]; basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoskeleton [GO:0005856]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; septate junction [GO:0005918]; smooth septate junction [GO:0005920]; subsynaptic reticulum [GO:0071212]; synapse [GO:0045202]; terminal bouton [GO:0043195]; tricellular tight junction [GO:0061689]; type Ib terminal bouton [GO:0061176]; type I terminal bouton [GO:0061174]
P42003	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P55828	reviewed	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]
Q6NN40	reviewed	nucleus [GO:0005634]
Q94548	unreviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule [GO:0005874]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]
Q95R45	unreviewed	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; integral component of membrane [GO:0016021]
Q9VCF2	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q9VD31	unreviewed	
Q9VDE2	unreviewed	
Q9VLG2	unreviewed	
Q9VMA2	reviewed	
Q9VMD5	unreviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q6NL34	reviewed	Cajal body [GO:0015030]
Q9VRD6	unreviewed	nuclear pore central transport channel [GO:0044613]
Q9VRI1	unreviewed	
Q9VRN0	unreviewed	
Q9VUY1	unreviewed	early endosome [GO:0005769]; endosome [GO:0005768]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]; synaptic vesicle [GO:0008021]
Q9VVU4	unreviewed	nucleus [GO:0005634]
Q9VX39	reviewed	integral component of membrane [GO:0016021]
Q9VY87	unreviewed	extracellular space [GO:0005615]; lysosome [GO:0005764]; perivitelline space [GO:0098595]
Q9VZ27	unreviewed	nucleus [GO:0005634]
Q9VZW0	unreviewed	cytoplasm [GO:0005737]; lysosomal membrane [GO:0005765]
Q9W3L4	unreviewed	
A1Z814	unreviewed	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]
Q9VSD3	unreviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]
Q9W0K9	unreviewed	
Q9W4N8	unreviewed	cholinergic synapse [GO:0098981]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; integral component of presynaptic membrane [GO:0099056]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; presynaptic cytoskeleton [GO:0099569]; synaptic vesicle [GO:0008021]
A1Z818	unreviewed	telomere cap complex [GO:0000782]
Q9VBP2	unreviewed	adherens junction [GO:0005912]
A1Z823	unreviewed	integral component of membrane [GO:0016021]
A1Z9M2	unreviewed	axon [GO:0030424]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
E8NHA8	unreviewed	integral component of membrane [GO:0016021]
P09085	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P22700	reviewed	endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]
P33438	reviewed	basement membrane [GO:0005604]
Q8IRB9	unreviewed	apical part of cell [GO:0045177]; microtubule cytoskeleton [GO:0015630]
Q9I7M1	unreviewed	nucleus [GO:0005634]
Q9VB27	unreviewed	
Q9VB55	unreviewed	euchromatin [GO:0000791]; heterochromatin [GO:0000792]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; polytene chromosome, telomeric region [GO:0035012]; polytene chromosome interband [GO:0005705]; protein-containing complex [GO:0032991]
Q9VCY8	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
Q9VDZ7	unreviewed	mitochondrial inner membrane [GO:0005743]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
Q9VMV9	unreviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; fusome [GO:0045169]; integral component of membrane [GO:0016021]; smooth endoplasmic reticulum [GO:0005790]
Q9VXY7	reviewed	cytosol [GO:0005829]; lipid droplet [GO:0005811]
Q9VYV9	unreviewed	
A1Z851	unreviewed	nucleus [GO:0005634]
P08144	reviewed	extracellular region [GO:0005576]
P81641	reviewed	
Q02427	reviewed	nucleus [GO:0005634]; transcriptionally active chromatin [GO:0035327]
Q7KN62	reviewed	autolysosome [GO:0044754]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; fusome [GO:0045169]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; P granule [GO:0043186]; plasma membrane [GO:0005886]; proteasome complex [GO:0000502]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
Q8SYY6	unreviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q9NJH0	reviewed	cytoplasm [GO:0005737]; eukaryotic translation elongation factor 1 complex [GO:0005853]; nucleus [GO:0005634]
Q9V3W9	unreviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; proteasome complex [GO:0000502]
Q9V9Y9	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; dendrite [GO:0030425]; Golgi apparatus [GO:0005794]; perikaryon [GO:0043204]
Q9VCS1	unreviewed	
Q9VEX9	reviewed	catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; precatalytic spliceosome [GO:0071011]; Sin3 complex [GO:0016580]
Q9VIT3	unreviewed	
Q9VMR0	unreviewed	integral component of membrane [GO:0016021]; TIM23 mitochondrial import inner membrane translocase complex [GO:0005744]
Q9VNC1	unreviewed	mitochondrial large ribosomal subunit [GO:0005762]; nucleus [GO:0005634]
Q9VPJ0	unreviewed	
A1Z856	unreviewed	integral component of membrane [GO:0016021]; voltage-gated potassium channel complex [GO:0008076]
P62152	reviewed	cell cortex [GO:0005938]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; mitotic spindle pole [GO:0097431]; myosin V complex [GO:0031475]; myosin VI complex [GO:0031476]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; rhabdomere [GO:0016028]; spindle [GO:0005819]
Q8SYN0	unreviewed	nucleus [GO:0005634]
Q9I7K0	reviewed	cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; nucleus [GO:0005634]; spindle [GO:0005819]
A1Z867	unreviewed	
O46037	reviewed	actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; cytoplasmic side of apical plasma membrane [GO:0098592]; focal adhesion [GO:0005925]
Q86BA1	reviewed	cytosol [GO:0005829]; terminal bouton [GO:0043195]
Q8SXG9	unreviewed	
Q9VIQ5	unreviewed	
Q9VS07	unreviewed	
Q9VY62	unreviewed	
A1Z877	unreviewed	basement membrane [GO:0005604]; membrane [GO:0016020]
P07207	reviewed	adherens junction [GO:0005912]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle [GO:0030139]; endoplasmic reticulum lumen [GO:0005788]; endosome [GO:0005768]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; late endosome [GO:0005770]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; subapical complex [GO:0035003]
P46150	reviewed	adherens junction [GO:0005912]; apical plasma membrane [GO:0016324]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitotic spindle midzone [GO:1990023]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polytene chromosome puff [GO:0005703]; subapical complex [GO:0035003]; transcriptionally active chromatin [GO:0035327]
P48603	reviewed	actin filament [GO:0005884]; cytosol [GO:0005829]; dynactin complex [GO:0005869]; F-actin capping protein complex [GO:0008290]; WASH complex [GO:0071203]
Q9VGC2	unreviewed	mitochondrion [GO:0005739]
Q9VZ45	unreviewed	filopodium [GO:0030175]; myosin complex [GO:0016459]; neuronal cell body [GO:0043025]
A1Z893	unreviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]
Q0E8K5	unreviewed	
Q7K4Z4	reviewed	cytosol [GO:0005829]; intracellular [GO:0005622]
Q9VFL8	unreviewed	
A1Z897	reviewed	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9I7L6	unreviewed	integral component of membrane [GO:0016021]
A1Z898	unreviewed	CAF-1 complex [GO:0033186]; nucleus [GO:0005634]
P07764	reviewed	cytosol [GO:0005829]; M band [GO:0031430]; Z disc [GO:0030018]
A1Z8B1	unreviewed	
P21519	reviewed	nuclear speck [GO:0016607]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome puff [GO:0005703]
Q27889	reviewed	calcineurin complex [GO:0005955]; cytoplasm [GO:0005737]
Q9VEC1	reviewed	core mediator complex [GO:0070847]; mediator complex [GO:0016592]; nuclear pericentric heterochromatin [GO:0031618]; nucleus [GO:0005634]
Q9VEN1	reviewed	actin cytoskeleton [GO:0015629]; apical cortex [GO:0045179]; cytosol [GO:0005829]; female germline ring canal [GO:0035324]; female germline ring canal inner rim [GO:0035183]; female germline ring canal outer rim [GO:0035182]; plasma membrane [GO:0005886]; Z disc [GO:0030018]
A1Z8B5	unreviewed	nucleus [GO:0005634]
Q7K0F7	unreviewed	endomembrane system [GO:0012505]
Q8IR26	unreviewed	Derlin-1 retrotranslocation complex [GO:0036513]; integral component of membrane [GO:0016021]
Q8T913	unreviewed	Fanconi anaemia nuclear complex [GO:0043240]
Q9VQF9	reviewed	BLOC-1 complex [GO:0031083]; membrane [GO:0016020]; synaptic vesicle [GO:0008021]
Q9VXP1	unreviewed	Derlin-1 retrotranslocation complex [GO:0036513]; integral component of membrane [GO:0016021]
A1Z8C0	unreviewed	Holliday junction resolvase complex [GO:0048476]; nuclear chromatin [GO:0000790]
Q9W5T4	unreviewed	
A1Z8D0	reviewed	chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q9VRV6	unreviewed	nucleus [GO:0005634]
A1Z8D2	unreviewed	
E1JJS1	unreviewed	cytoplasm [GO:0005737]
Q9VM98	unreviewed	integral component of membrane [GO:0016021]
Q9VWD1	unreviewed	mitochondrial respiratory chain complex IV [GO:0005751]
A1Z8D5	unreviewed	Ino80 complex [GO:0031011]
Q05856	reviewed	Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; pole plasm [GO:0045495]; precatalytic spliceosome [GO:0071011]; small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]
Q7KT16	unreviewed	lateral plasma membrane [GO:0016328]; septate junction [GO:0005918]
Q8IMU0	unreviewed	nucleus [GO:0005634]
Q8T3Y0	reviewed	nucleus [GO:0005634]
A1Z8G0	unreviewed	subsynaptic reticulum [GO:0071212]
Q2MGL3	reviewed	cytoplasm [GO:0005737]; mitochondrial ribonuclease P complex [GO:0030678]; multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172]; ribonuclease P complex [GO:0030677]
Q8IMT8	unreviewed	basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; MPP7-DLG1-LIN7 complex [GO:0097025]; postsynaptic membrane [GO:0045211]; presynapse [GO:0098793]; subapical complex [GO:0035003]; synapse [GO:0045202]
Q8SXX5	unreviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]
Q94887	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; pleated septate junction [GO:0005919]; presynaptic active zone [GO:0048786]; septate junction [GO:0005918]; synapse [GO:0045202]
A1Z8G2	unreviewed	
Q8SZP5	unreviewed	nucleus [GO:0005634]; U1 snRNP [GO:0005685]
A1Z8G3	unreviewed	
Q9VZB1	unreviewed	
A1Z8H0	unreviewed	extracellular space [GO:0005615]
A1Z8T3	unreviewed	integral component of membrane [GO:0016021]
Q9VID7	unreviewed	
A1Z8H1	unreviewed	extracellular matrix [GO:0031012]
P21914	reviewed	mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone) [GO:0005749]
Q8SZP2	unreviewed	extracellular matrix [GO:0031012]
Q961D3	unreviewed	integral component of membrane [GO:0016021]; membrane [GO:0016020]
Q9VBC6	unreviewed	
A1Z8H3	unreviewed	integral component of membrane [GO:0016021]
A1Z8H6	unreviewed	extracellular matrix [GO:0031012]
Q9VLX0	unreviewed	
A1Z8Z8	unreviewed	
C4XVJ5	unreviewed	integral component of membrane [GO:0016021]
H9ZJM5	unreviewed	integral component of membrane [GO:0016021]
P13607	reviewed	basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; septate junction [GO:0005918]; sodium:potassium-exchanging ATPase complex [GO:0005890]
P15007	reviewed	cytoplasm [GO:0005737]; phosphopyruvate hydratase complex [GO:0000015]; plasma membrane [GO:0005886]
P28750	reviewed	cytoplasm [GO:0005737]; P-body [GO:0000932]; precatalytic spliceosome [GO:0071011]
Q7JZJ3	unreviewed	extracellular matrix [GO:0031012]
Q7KBL8	reviewed	mediator complex [GO:0016592]
Q8INL3	unreviewed	mitochondrion [GO:0005739]
Q8IPQ6	unreviewed	
Q9VAP3	reviewed	integral component of membrane [GO:0016021]
Q9VNF9	unreviewed	plasma membrane [GO:0005886]
Q9VNX4	unreviewed	mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]
Q9VRQ2	unreviewed	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; kinetochore microtubule [GO:0005828]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle matrix [GO:1990047]; spindle pole [GO:0000922]
Q9VRV8	unreviewed	cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nuclear periphery [GO:0034399]
Q9VT04	reviewed	axon [GO:0030424]; dendrite [GO:0030425]; endolysosome [GO:0036019]; integral component of membrane [GO:0016021]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; neuronal cell body [GO:0043025]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]
Q9VT33	unreviewed	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]
Q9VU18	unreviewed	external side of plasma membrane [GO:0009897]
Q9VUB8	unreviewed	cytoplasm [GO:0005737]
Q9VYM5	unreviewed	extracellular matrix [GO:0031012]
Q9VYV3	reviewed	cell surface [GO:0009986]; endomembrane system [GO:0012505]; endoplasmic reticulum [GO:0005783]
Q9W555	unreviewed	COPI-coated vesicle [GO:0030137]; COPI vesicle coat [GO:0030126]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]
