Entry	Status	Gene ontology (cellular component)
Q94131	reviewed	centrosome [GO:0005813]; cytosol [GO:0005829]; nucleus [GO:0005634]; P granule [GO:0043186]; spindle [GO:0005819]
Q95XZ0	reviewed	Golgi membrane [GO:0000139]; Golgi transport complex [GO:0017119]
Q95YF3	reviewed	cytoplasmic stress granule [GO:0010494]; intracellular organelle [GO:0043229]; messenger ribonucleoprotein complex [GO:1990124]; P-body [GO:0000932]; P granule [GO:0043186]; ribonucleoprotein complex [GO:1990904]
G5ECC0	unreviewed	kinesin complex [GO:0005871]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]
G5ECC3	unreviewed	cytoplasm [GO:0005737]; endomembrane system [GO:0012505]; recycling endosome [GO:0055037]; recycling endosome membrane [GO:0055038]
G5EDI2	unreviewed	endomembrane system [GO:0012505]; integral component of endoplasmic reticulum membrane [GO:0030176]
G5ECC5	unreviewed	
G5ECD4	unreviewed	
G5ECD7	unreviewed	cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]
P90978	reviewed	commitment complex [GO:0000243]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U2AF [GO:0089701]; U2-type prespliceosome [GO:0071004]
G5ECE7	unreviewed	
G5EEN6	unreviewed	nucleus [GO:0005634]
G5ECF0	unreviewed	cell periphery [GO:0071944]; cytoplasm [GO:0005737]; filopodium [GO:0030175]
Q03206	reviewed	cytoplasmic side of plasma membrane [GO:0009898]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
G5ECF6	unreviewed	
Q20741	unreviewed	axon [GO:0030424]; dendrite [GO:0030425]
G5ECG0	reviewed	axon [GO:0030424]; centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; microtubule [GO:0005874]; perikaryon [GO:0043204]; spindle [GO:0005819]; spindle pole [GO:0000922]
G5EEH9	reviewed	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore cytoplasmic filaments [GO:0044614]; P granule [GO:0043186]
G5EEM5	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; spindle pole [GO:0000922]
G5EFX8	unreviewed	CCR4-NOT core complex [GO:0030015]; nucleus [GO:0005634]; P-body [GO:0000932]
O01585	unreviewed	cell cortex [GO:0005938]; centrosome [GO:0005813]
O01901	reviewed	cytoplasm [GO:0005737]; WASH complex [GO:0071203]
O16266	unreviewed	
O17006	unreviewed	
P10567	reviewed	A band [GO:0031672]; myosin filament [GO:0032982]
P11141	reviewed	cytoplasm [GO:0005737]; mitochondrion [GO:0005739]
P30642	reviewed	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]
P34427	reviewed	nucleus [GO:0005634]
P90860	unreviewed	integral component of membrane [GO:0016021]
P90920	reviewed	apical plasma membrane [GO:0016324]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
P91280	unreviewed	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]
P91311	unreviewed	
P91400	unreviewed	kinesin complex [GO:0005871]; microtubule [GO:0005874]
Q17493	unreviewed	
Q17606	reviewed	cytosolic large ribosomal subunit [GO:0022625]; nucleolus [GO:0005730]
Q19680	unreviewed	
Q19749	reviewed	mitochondrial matrix [GO:0005759]; pyruvate dehydrogenase complex [GO:0045254]
Q21531	unreviewed	cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]
Q27365	reviewed	nucleus [GO:0005634]
Q27395	reviewed	nucleus [GO:0005634]
Q9GS00	reviewed	COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]
Q9GT24	reviewed	centriole [GO:0005814]; centrosome [GO:0005813]; cytosolic ribosome [GO:0022626]
Q9GYI4	reviewed	nucleus [GO:0005634]; spanning component of plasma membrane [GO:0044214]
Q9XX47	reviewed	axoneme [GO:0005930]; ciliary base [GO:0097546]; ciliary transition zone [GO:0035869]
G5ECG2	reviewed	nucleus [GO:0005634]
O01996	unreviewed	nucleus [GO:0005634]
Q9N4J2	reviewed	extracellular region [GO:0005576]
G5ECH0	unreviewed	histone deacetylase complex [GO:0000118]; nucleus [GO:0005634]; Sin3-type complex [GO:0070822]
O45143	unreviewed	
Q17967	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]
G5ECH7	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nucleus [GO:0005634]; synapse [GO:0045202]
Q22695	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; protein kinase 5 complex [GO:0016533]; synapse [GO:0045202]
G5ECJ5	reviewed	
Q95X82	unreviewed	nucleus [GO:0005634]
G5ECJ6	reviewed	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]
Q9XVA3	unreviewed	
G5ECJ8	unreviewed	endoplasmic reticulum membrane [GO:0005789]; organelle membrane [GO:0031090]
Q23356	reviewed	cytoplasm [GO:0005737]
G5ECK3	unreviewed	nucleus [GO:0005634]
G5EE04	unreviewed	endoplasmic reticulum [GO:0005783]; sarcomere [GO:0030017]; striated muscle dense body [GO:0055120]
G5EFY6	unreviewed	COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; Golgi membrane [GO:0000139]
O17777	unreviewed	
O45134	unreviewed	
O61980	unreviewed	cytoplasm [GO:0005737]; M band [GO:0031430]; nucleolus [GO:0005730]; nucleus [GO:0005634]; striated muscle dense body [GO:0055120]
P22980	reviewed	nucleus [GO:0005634]
P91482	unreviewed	
Q11181	reviewed	
Q17491	unreviewed	cytoplasm [GO:0005737]
Q19416	unreviewed	
Q19782	reviewed	cytoplasm [GO:0005737]; intermediate filament [GO:0005882]
Q20877	unreviewed	
Q7JP67	unreviewed	
Q95XN0	unreviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q95Y26	unreviewed	
Q9BI71	unreviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; early phagosome [GO:0032009]; phagocytic cup [GO:0001891]; plasma membrane [GO:0005886]; pseudopodium [GO:0031143]
Q9U2D6	reviewed	
Q9XTY6	reviewed	basolateral plasma membrane [GO:0016323]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; integral component of plasma membrane [GO:0005887]
V6CKC3	unreviewed	nucleus [GO:0005634]
X5M5N0	reviewed	cytoplasm [GO:0005737]
G5ECL1	unreviewed	
P34690	reviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]
Q19584	reviewed	nucleus [GO:0005634]; VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]
Q9N581	unreviewed	
Q8I4E2	reviewed	cytoplasm [GO:0005737]; early phagosome [GO:0032009]; phagocytic vesicle [GO:0045335]; phagocytic vesicle membrane [GO:0030670]
H8ESF3	unreviewed	SWI/SNF complex [GO:0016514]
O45950	unreviewed	
O76640	unreviewed	
O76642	unreviewed	
P34341	reviewed	chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; condensin complex [GO:0000796]; nucleus [GO:0005634]
P45971	reviewed	endoplasmic reticulum [GO:0005783]; integral component of membrane [GO:0016021]; oligosaccharyltransferase complex [GO:0008250]
P49594	reviewed	protein-containing complex [GO:0032991]
P91276	reviewed	cytoplasm [GO:0005737]; nuclear envelope [GO:0005635]; nuclear pore [GO:0005643]; nucleus [GO:0005634]
Q18853	unreviewed	mitochondrial respiratory chain complex III [GO:0005750]
Q19335	unreviewed	catalytic step 2 spliceosome [GO:0071013]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]
Q20763	unreviewed	
Q21954	unreviewed	Golgi membrane [GO:0000139]
Q22469	unreviewed	spliceosomal complex [GO:0005681]
Q23664	unreviewed	nuclear speck [GO:0016607]
Q86DA5	reviewed	axon cytoplasm [GO:1904115]; dendrite [GO:0030425]
G5ECL6	unreviewed	
P46941	reviewed	cytoplasm [GO:0005737]
G5ECM8	unreviewed	
O45924	reviewed	mitochondrial alpha-ketoglutarate dehydrogenase complex [GO:0005947]
G5ECM9	unreviewed	
Q22179	unreviewed	
G5ECN1	unreviewed	integral component of plasma membrane [GO:0005887]; neuron projection [GO:0043005]; synapse [GO:0045202]
G5ECN5	reviewed	axon [GO:0030424]; cell body [GO:0044297]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perikaryon [GO:0043204]; synapse [GO:0045202]
G5ECN7	unreviewed	
G5ECN8	unreviewed	nucleus [GO:0005634]
H2KYJ8	unreviewed	nucleus [GO:0005634]
O17286	unreviewed	CCAAT-binding factor complex [GO:0016602]
P41934	reviewed	nucleus [GO:0005634]
P91503	unreviewed	cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; mitochondrion [GO:0005739]
Q09565	reviewed	nucleus [GO:0005634]
Q09587	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]
Q9N3H6	unreviewed	
Q9NA51	reviewed	nucleus [GO:0005634]
G5ECP4	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
Q18008	reviewed	
Q18603	unreviewed	
Q21626	reviewed	axoneme [GO:0005930]; BBSome [GO:0034464]; ciliary basal body [GO:0036064]; ciliary base [GO:0097546]; ciliary membrane [GO:0060170]; non-motile cilium [GO:0097730]
Q22677	unreviewed	
Q23045	reviewed	nucleus [GO:0005634]
Q93642	unreviewed	
Q9BI74	reviewed	mediator complex [GO:0016592]
Q9U2R6	reviewed	nucleus [GO:0005634]
G5ECQ1	unreviewed	neuron projection [GO:0043005]
Q23023	reviewed	axon [GO:0030424]; cytosol [GO:0005829]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; phagophore assembly site [GO:0000407]
Q9GRZ1	unreviewed	astral microtubule [GO:0000235]; cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; spindle midzone [GO:0051233]
G5ECQ2	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G5ECQ3	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
G5ECQ8	reviewed	nucleus [GO:0005634]
G5ECR7	unreviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; elongin complex [GO:0070449]; VCB complex [GO:0030891]
O61900	unreviewed	
Q7K783	unreviewed	trans-Golgi network [GO:0005802]
Q9BKS1	unreviewed	Cul2-RING ubiquitin ligase complex [GO:0031462]; elongin complex [GO:0070449]
Q9N3Y1	unreviewed	Golgi apparatus [GO:0005794]
G5ECR8	reviewed	
Q19325	reviewed	cohesin complex [GO:0008278]; cytoplasm [GO:0005737]; nuclear chromosome [GO:0000228]; nucleus [GO:0005634]
G5ECT2	unreviewed	
G5ECT7	unreviewed	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleus [GO:0005634]
G5ECT8	reviewed	nucleus [GO:0005634]
G5ECT9	unreviewed	
P28515	reviewed	axon [GO:0030424]; nucleus [GO:0005634]; perikaryon [GO:0043204]
G5EDX9	unreviewed	
G5EGS1	unreviewed	
G5EGT6	unreviewed	
O01606	unreviewed	
O16525	unreviewed	
O17198	unreviewed	
O45285	unreviewed	
P91305	unreviewed	
Q17962	unreviewed	
Q18223	reviewed	cell junction [GO:0030054]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; presynapse [GO:0098793]; SCF ubiquitin ligase complex [GO:0019005]; synapse [GO:0045202]
Q18255	unreviewed	membrane [GO:0016020]
Q18262	reviewed	
Q20775	unreviewed	
Q20938	reviewed	nucleus [GO:0005634]; proteasome accessory complex [GO:0022624]; proteasome regulatory particle, lid subcomplex [GO:0008541]
Q2YS43	unreviewed	cytoplasm [GO:0005737]
Q2YS44	unreviewed	
Q94251	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin ligase complex [GO:0000151]
Q9NDU9	unreviewed	
Q9U757	reviewed	nuclear pore central transport channel [GO:0044613]
G5ECZ8	unreviewed	axon [GO:0030424]; integral component of membrane [GO:0016021]
O18246	unreviewed	cytoplasm [GO:0005737]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic early endosome [GO:0098842]; synapse [GO:0045202]; synaptic vesicle [GO:0008021]; trans-Golgi network membrane [GO:0032588]
P34478	reviewed	
P90971	reviewed	nucleus [GO:0005634]
Q18533	unreviewed	nucleus [GO:0005634]
Q19760	unreviewed	MLL3/4 complex [GO:0044666]; nucleus [GO:0005634]
Q21004	unreviewed	nuclear envelope [GO:0005635]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
Q21502	reviewed	nucleus [GO:0005634]
Q9BIC1	unreviewed	cell-cell adherens junction [GO:0005913]
Q9XW80	unreviewed	
G5ECV7	unreviewed	
G5EDD1	unreviewed	
H2L011	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; striated muscle dense body [GO:0055120]
Q9N4B8	reviewed	nucleus [GO:0005634]
Q9U1X3	unreviewed	
G5ECW4	unreviewed	cytoskeleton [GO:0005856]
G5ECW9	unreviewed	clathrin-coated pit [GO:0005905]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]
G5EFW3	unreviewed	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]
P29355	reviewed	intracellular [GO:0005622]; plasma membrane [GO:0005886]
G5ECX8	unreviewed	
Q17559	unreviewed	plasma membrane [GO:0005886]
Q17560	unreviewed	integral component of membrane [GO:0016021]
Q9BL83	unreviewed	
Q9U302	unreviewed	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nucleus [GO:0005634]; P-body [GO:0000932]; P granule [GO:0043186]; polysome [GO:0005844]; ribonucleoprotein complex [GO:1990904]
H2KYJ3	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
H2L055	unreviewed	
O01961	unreviewed	nucleus [GO:0005634]
O17608	unreviewed	
P45970	reviewed	cell cortex [GO:0005938]; condensed chromosome [GO:0000793]; condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; kinetochore microtubule [GO:0005828]; microtubule organizing center [GO:0005815]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]
P48158	reviewed	cytosolic large ribosomal subunit [GO:0022625]
Q09269	reviewed	
Q09601	reviewed	nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]
Q17427	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; Golgi apparatus [GO:0005794]
Q17721	unreviewed	
Q18239	unreviewed	cell cortex [GO:0005938]; cytosol [GO:0005829]
Q20748	reviewed	integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]
Q2EEM6	unreviewed	extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
Q9N384	unreviewed	cytoplasm [GO:0005737]
Q9N575	unreviewed	
G5ECY7	unreviewed	filamentous actin [GO:0031941]; microtubule organizing center [GO:0005815]; mitochondrion [GO:0005739]
O62305	reviewed	axon cytoplasm [GO:1904115]; cytoplasm [GO:0005737]; neuron projection [GO:0043005]; perikaryon [GO:0043204]
G5ECZ0	unreviewed	myosin complex [GO:0016459]
H2KYW5	unreviewed	nucleus [GO:0005634]
H2KZ15	unreviewed	
H2L071	unreviewed	
O01525	unreviewed	
O16511	unreviewed	
O45830	reviewed	sarcoplasmic reticulum [GO:0016529]
O77469	reviewed	basement membrane [GO:0005604]
P34556	reviewed	cytoplasm [GO:0005737]; microtubule organizing center [GO:0005815]; mitotic spindle [GO:0072686]; nucleus [GO:0005634]
Q03604	reviewed	ribonucleoside-diphosphate reductase complex [GO:0005971]
Q18065	unreviewed	
Q19980	reviewed	cytoplasm [GO:0005737]
Q22994	unreviewed	
Q23390	unreviewed	
Q8MYP1	unreviewed	synaptonemal complex [GO:0000795]
Q9TXW5	unreviewed	
Q9U5C2	unreviewed	intracellular [GO:0005622]
S6EZU2	unreviewed	
G5ED00	reviewed	extracellular region [GO:0005576]; neuron projection membrane [GO:0032589]
Q20498	reviewed	intracellular [GO:0005622]
G5ED07	unreviewed	endoplasmic reticulum [GO:0005783]
Q20344	unreviewed	cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]
Q95QC4	reviewed	centrosome [GO:0005813]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819]
G5ED14	unreviewed	nucleus [GO:0005634]
G5ED20	unreviewed	germ cell nucleus [GO:0043073]; nucleus [GO:0005634]
G5ED21	unreviewed	RNA polymerase I complex [GO:0005736]
O16638	unreviewed	
P34416	reviewed	cell junction [GO:0030054]; striated muscle dense body [GO:0055120]
Q20476	unreviewed	
Q20759	unreviewed	
Q20769	unreviewed	
Q8MQ13	unreviewed	
Q94398	reviewed	nucleus [GO:0005634]
Q9GYK4	unreviewed	ESCRT III complex [GO:0000815]; multivesicular body [GO:0005771]
Q9N2Z7	unreviewed	cytoplasm [GO:0005737]
Q9N4V4	reviewed	
Q9NET8	unreviewed	ciliary transition zone [GO:0035869]
Q9XTW8	unreviewed	
Q9XUW7	unreviewed	nucleus [GO:0005634]
G5EF16	unreviewed	
O02053	unreviewed	condensed nuclear chromosome kinetochore [GO:0000778]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O17038	unreviewed	collagen trimer [GO:0005581]; integral component of membrane [GO:0016021]
O17209	unreviewed	integral component of membrane [GO:0016021]
O45503	reviewed	integral component of membrane [GO:0016021]; mitochondrial sorting and assembly machinery complex [GO:0001401]
P46563	reviewed	cytoplasm [GO:0005737]; nuclear heterochromatin [GO:0005720]
P90868	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]
G5ED39	reviewed	cell cortex [GO:0005938]; centrosome [GO:0005813]; chromosome [GO:0005694]; cleavage furrow [GO:0032154]; condensed nuclear chromosome [GO:0000794]; cortical granule [GO:0060473]; cytoplasm [GO:0005737]; meiotic spindle [GO:0072687]; metaphase plate [GO:0070090]; midbody [GO:0030496]; mitotic spindle [GO:0072686]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; spindle [GO:0005819]
Q1ZXS5	reviewed	HOPS complex [GO:0030897]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]
G5ED42	unreviewed	integral component of plasma membrane [GO:0005887]
Q8T7Y4	unreviewed	basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; neuromuscular junction [GO:0031594]; neuron projection [GO:0043005]; postsynaptic density membrane [GO:0098839]
G5ED46	unreviewed	axon [GO:0030424]; cell surface [GO:0009986]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; neuronal cell body [GO:0043025]; neuronal cell body membrane [GO:0032809]; postsynaptic membrane [GO:0045211]
Q9BKP8	unreviewed	
G5ED49	unreviewed	integral component of membrane [GO:0016021]
Q17339	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]
G5ED58	unreviewed	microtubule [GO:0005874]; mitotic spindle midzone [GO:1990023]; nucleus [GO:0005634]
G5ED63	unreviewed	
O45495	reviewed	cytosol [GO:0005829]; dendrite [GO:0030425]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perikaryon [GO:0043204]
H2KY76	unreviewed	
H2KYH4	unreviewed	nucleus [GO:0005634]
O17072	unreviewed	CCAAT-binding factor complex [GO:0016602]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]
O45291	reviewed	nucleus [GO:0005634]
O45666	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34684	reviewed	nucleus [GO:0005634]
P41936	reviewed	nucleus [GO:0005634]
Q18053	reviewed	nucleus [GO:0005634]
Q21484	unreviewed	chromosome, telomeric region [GO:0000781]; nuclear chromatin [GO:0000790]
Q95QB3	unreviewed	nucleus [GO:0005634]
Q9XV46	reviewed	cytosol [GO:0005829]
G5ED81	unreviewed	
G5EDL3	unreviewed	astral microtubule [GO:0000235]; centrosome [GO:0005813]; chromosome passenger complex [GO:0032133]; condensed nuclear chromosome [GO:0000794]; condensed nuclear chromosome, centromeric region [GO:0000780]; kinetochore microtubule [GO:0005828]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]
G5EEZ4	unreviewed	
G5EFD7	unreviewed	integral component of membrane [GO:0016021]
G5EG39	unreviewed	SCF ubiquitin ligase complex [GO:0019005]
O01504	reviewed	ribosome [GO:0005840]
O02323	reviewed	
O17066	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O44156	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
P0CG71	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
P34286	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, beta-subunit complex [GO:0019774]
P34419	reviewed	
P34605	reviewed	cis-Golgi network membrane [GO:0033106]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]
Q03598	reviewed	cytoplasm [GO:0005737]; striated muscle dense body [GO:0055120]
Q09474	reviewed	
Q09584	unreviewed	commitment complex [GO:0000243]; U1 snRNP [GO:0005685]
Q10454	reviewed	
Q10943	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]
Q17446	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]
Q18776	unreviewed	cell junction [GO:0030054]; Cul3-RING ubiquitin ligase complex [GO:0031463]; cytoplasm [GO:0005737]; striated muscle dense body [GO:0055120]
Q19826	reviewed	RNA polymerase I complex [GO:0005736]; RNA polymerase II, core complex [GO:0005665]; RNA polymerase III complex [GO:0005666]
Q20347	reviewed	cytoplasm [GO:0005737]
Q20660	unreviewed	
Q22020	unreviewed	cytoplasm [GO:0005737]
Q23232	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; tRNA methyltransferase complex [GO:0043527]
Q27488	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
Q95005	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
Q95008	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; proteasome core complex, alpha-subunit complex [GO:0019773]
Q9N3H9	unreviewed	cell [GO:0005623]
Q9N4H6	unreviewed	mitochondrion [GO:0005739]
Q9U2E4	unreviewed	
Q9XVR6	reviewed	nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9XXA2	unreviewed	cell cortex [GO:0005938]; centrosome [GO:0005813]; cytoplasmic microtubule [GO:0005881]; kinetochore [GO:0000776]; microtubule [GO:0005874]; microtubule organizing center [GO:0005815]; microtubule plus-end [GO:0035371]; non-motile cilium [GO:0097730]; spindle midzone [GO:0051233]
Q9XXI4	unreviewed	
G5ED85	unreviewed	
Q10954	unreviewed	nucleus [GO:0005634]
Q22676	unreviewed	
Q9BHL4	unreviewed	
U4PMB4	unreviewed	nucleus [GO:0005634]
G5ED95	unreviewed	cytosol [GO:0005829]; mitochondrion [GO:0005739]
G5EDR3	reviewed	cytosol [GO:0005829]; protein phosphatase type 2A complex [GO:0000159]
G5EDA0	unreviewed	
G5EDA3	unreviewed	chromosome, centromeric region [GO:0000775]; condensed chromosome [GO:0000793]; condensed chromosome, centromeric region [GO:0000779]; cytoplasm [GO:0005737]; kinetochore [GO:0000776]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q18282	unreviewed	
G5EDA6	unreviewed	
Q965W3	unreviewed	
Q9N4G9	reviewed	catalytic step 2 spliceosome [GO:0071013]; P granule [GO:0043186]; SMN-Sm protein complex [GO:0034719]; U12-type spliceosomal complex [GO:0005689]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U5 snRNP [GO:0005682]
G5EDA8	unreviewed	integral component of membrane [GO:0016021]
G5EDB5	unreviewed	integral component of membrane [GO:0016021]
Q19569	reviewed	
G5EDB6	unreviewed	integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]
Q9XTG7	reviewed	intracellular [GO:0005622]
G5EDB8	unreviewed	integral component of membrane [GO:0016021]; vacuolar proton-transporting V-type ATPase, V0 domain [GO:0000220]
Q21821	unreviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
G5EDB9	reviewed	collagen and cuticulin-based cuticle extracellular matrix [GO:0060102]; intracellular [GO:0005622]
O44400	reviewed	
G5EDC2	unreviewed	
Q9XTC6	reviewed	cytoplasm [GO:0005737]; striated muscle dense body [GO:0055120]
G5EDD4	unreviewed	cytoplasm [GO:0005737]; microtubule [GO:0005874]
G5EDD8	unreviewed	SCF ubiquitin ligase complex [GO:0019005]
Q19116	unreviewed	integral component of membrane [GO:0016021]
G5EDE1	unreviewed	nucleus [GO:0005634]
Q9XWK6	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
G5EDE4	unreviewed	exon-exon junction complex [GO:0035145]
G5EDE7	unreviewed	astral microtubule [GO:0000235]; centrosome [GO:0005813]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; spindle pole centrosome [GO:0031616]
G5EDE8	unreviewed	COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endoplasmic reticulum membrane [GO:0005789]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
G5EDF5	unreviewed	mitochondrion [GO:0005739]
G5EDF6	unreviewed	centriole [GO:0005814]; ciliary basal body [GO:0036064]; ciliary transition zone [GO:0035869]; cilium [GO:0005929]; cytoplasm [GO:0005737]; intraciliary transport particle B [GO:0030992]; neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]
G5EDF7	reviewed	cytoplasm [GO:0005737]
O45323	unreviewed	
P46562	reviewed	
P91493	unreviewed	axon [GO:0030424]; exocytic vesicle [GO:0070382]; integral component of membrane [GO:0016021]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; presynapse [GO:0098793]
Q9U307	unreviewed	
Q9XTQ7	reviewed	cell [GO:0005623]; integral component of membrane [GO:0016021]
G5EDG2	reviewed	nucleus [GO:0005634]
P34348	reviewed	DNA recombinase mediator complex [GO:0033061]; nucleus [GO:0005634]
G5EDG6	unreviewed	collagen trimer [GO:0005581]; integral component of membrane [GO:0016021]
