Entry	Status	Gene ontology (cellular component)
Q16659	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; septin cytoskeleton [GO:0032156]
Q59ED0	unreviewed	nucleus [GO:0005634]
Q92615	reviewed	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; polysomal ribosome [GO:0042788]
Q92905	reviewed	cell junction [GO:0030054]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; eukaryotic translation initiation factor 3 complex [GO:0005852]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; synaptic vesicle [GO:0008021]
Q96GD4	reviewed	chromocenter [GO:0010369]; chromosome passenger complex [GO:0032133]; condensed chromosome, centromeric region [GO:0000779]; condensed nuclear chromosome, centromeric region [GO:0000780]; cytosol [GO:0005829]; kinetochore [GO:0000776]; midbody [GO:0030496]; mitotic spindle midzone [GO:1990023]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle [GO:0005819]; spindle microtubule [GO:0005876]; spindle midzone [GO:0051233]; spindle pole centrosome [GO:0031616]
Q9Y2P4	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383]
E9KL44	unreviewed	mitochondrial fatty acid beta-oxidation multienzyme complex [GO:0016507]; mitochondrion [GO:0005739]
P04233	reviewed	cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of membrane [GO:0016021]; intracellular [GO:0005622]; lysosomal lumen [GO:0043202]; lysosomal membrane [GO:0005765]; macrophage migration inhibitory factor receptor complex [GO:0035692]; membrane [GO:0016020]; MHC class II protein complex [GO:0042613]; multivesicular body [GO:0005771]; NOS2-CD74 complex [GO:0035693]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]; vacuole [GO:0005773]
P22736	reviewed	cytosol [GO:0005829]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
Q8WWM7	reviewed	cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear speck [GO:0016607]
Q9UG63	reviewed	membrane [GO:0016020]; mitochondrial envelope [GO:0005740]
E9PAV3	reviewed	nascent polypeptide-associated complex [GO:0005854]; nucleus [GO:0005634]
P51693	reviewed	basement membrane [GO:0005604]; integral component of membrane [GO:0016021]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
Q5UIP0	reviewed	chromosome, telomeric region [GO:0000781]; condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; female pronucleus [GO:0001939]; male pronucleus [GO:0001940]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; site of double-strand break [GO:0035861]; spindle midzone [GO:0051233]
Q96ID5	reviewed	anchored component of external side of plasma membrane [GO:0031362]; cell-cell adherens junction [GO:0005913]; inhibitory synapse [GO:0060077]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734]
Q9BWH2	reviewed	integral component of mitochondrial outer membrane [GO:0031307]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q9GZT6	reviewed	integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]
Q9UKY1	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
E9PJI5	reviewed	nucleoplasm [GO:0005654]
Q9BUZ4	reviewed	bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]
F1D8N5	unreviewed	nucleus [GO:0005634]
Q12756	reviewed	axon [GO:0030424]; axon cytoplasm [GO:1904115]; cytosol [GO:0005829]; dendrite [GO:0030425]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; postsynapse [GO:0098794]; synaptic vesicle [GO:0008021]
F1D8N7	unreviewed	nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]
F1D8Q5	unreviewed	RNA polymerase II transcription factor complex [GO:0090575]
F1D8Q7	unreviewed	nucleus [GO:0005634]
P28702	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P48443	reviewed	nucleoplasm [GO:0005654]
P48552	reviewed	histone deacetylase complex [GO:0000118]; nuclear chromatin [GO:0000790]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P62195	reviewed	blood microparticle [GO:0072562]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; cytosolic proteasome complex [GO:0031597]; extracellular exosome [GO:0070062]; inclusion body [GO:0016234]; membrane [GO:0016020]; nuclear proteasome complex [GO:0031595]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; postsynapse [GO:0098794]; proteasome accessory complex [GO:0022624]; proteasome complex [GO:0000502]; proteasome regulatory particle, base subcomplex [GO:0008540]
Q13347	reviewed	cytosol [GO:0005829]; eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex [GO:0005852]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; extracellular exosome [GO:0070062]
Q15651	reviewed	chromatin [GO:0000785]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q15788	reviewed	cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]
Q96EY9	reviewed	nucleoplasm [GO:0005654]
Q9Y6Q9	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
F1D8P1	unreviewed	nucleus [GO:0005634]
Q12796	reviewed	nucleus [GO:0005634]
Q96JE9	reviewed	axon [GO:0030424]; cis-Golgi network [GO:0005801]; dendrite [GO:0030425]; Golgi-associated vesicle [GO:0005798]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; transport vesicle membrane [GO:0030658]
Q9NPJ4	reviewed	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]
Q9UKP3	reviewed	Z disc [GO:0030018]
Q9Y618	reviewed	histone deacetylase complex [GO:0000118]; membrane [GO:0016020]; nuclear body [GO:0016604]; nuclear chromatin [GO:0000790]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcriptional repressor complex [GO:0017053]
F1D8P6	unreviewed	nuclear body [GO:0016604]
Q14686	reviewed	cytosol [GO:0005829]; histone methyltransferase complex [GO:0035097]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
F1D8P8	unreviewed	nucleoplasm [GO:0005654]
O15228	reviewed	cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
P08603	reviewed	blood microparticle [GO:0072562]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P14314	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; glucosidase II complex [GO:0017177]; intracellular [GO:0005622]; intracellular membrane-bounded organelle [GO:0043231]
P30281	reviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P42785	reviewed	azurophil granule membrane [GO:0035577]; basal part of cell [GO:0045178]; extracellular exosome [GO:0070062]; ficolin-1-rich granule membrane [GO:0101003]; plasma membrane [GO:0005886]
P55055	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
Q09472	reviewed	chromosome [GO:0005694]; cytosol [GO:0005829]; histone acetyltransferase complex [GO:0000123]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-DNA complex [GO:0032993]; transcription factor complex [GO:0005667]
Q15466	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
Q6P4E1	reviewed	Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]
Q7LFL8	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q8N2M8	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q969F2	reviewed	basolateral plasma membrane [GO:0016323]; cell periphery [GO:0071944]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; exocytic vesicle [GO:0070382]; lateral plasma membrane [GO:0016328]; plasma membrane [GO:0005886]
Q9H0R8	reviewed	autophagosome [GO:0005776]; autophagosome membrane [GO:0000421]; cell body [GO:0044297]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; dendrite cytoplasm [GO:0032839]; dendrite membrane [GO:0032590]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; intracellular [GO:0005622]; microtubule [GO:0005874]
Q9H8L6	reviewed	basement membrane [GO:0005604]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]
F1D8Q4	unreviewed	nucleus [GO:0005634]
P04406	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; GAIT complex [GO:0097452]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; membrane [GO:0016020]; microtubule cytoskeleton [GO:0015630]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904]; vesicle [GO:0031982]
P12931	reviewed	actin filament [GO:0005884]; caveola [GO:0005901]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; glutamatergic synapse [GO:0098978]; late endosome [GO:0005770]; lysosome [GO:0005764]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; podosome [GO:0002102]; postsynaptic density [GO:0014069]; postsynaptic specialization, intracellular component [GO:0099091]; ruffle membrane [GO:0032587]
P30041	reviewed	azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; membrane [GO:0016020]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]
P48788	reviewed	cytosol [GO:0005829]; nucleus [GO:0005634]; troponin complex [GO:0005861]
Q16534	reviewed	nucleus [GO:0005634]
Q96S59	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; microtubule associated complex [GO:0005875]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ubiquitin ligase complex [GO:0000151]
F1D8S7	unreviewed	nucleus [GO:0005634]
O75469	reviewed	intermediate filament cytoskeleton [GO:0045111]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P08235	reviewed	cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; nucleoplasm [GO:0005654]; receptor complex [GO:0043235]
P10276	reviewed	actin cytoskeleton [GO:0015629]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; RNA polymerase II transcription factor complex [GO:0090575]
P10827	reviewed	cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P11473	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; receptor complex [GO:0043235]; RNA polymerase II transcription factor complex [GO:0090575]
P13631	reviewed	integral component of membrane [GO:0016021]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]; transcription factor complex [GO:0005667]
P24522	reviewed	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P32189	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]
P42224	reviewed	axon [GO:0030424]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; nuclear chromatin [GO:0000790]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
P42575	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleus [GO:0005634]
P43354	reviewed	cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]
P57727	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; neuronal cell body [GO:0043025]
Q9BZL6	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9UK32	reviewed	cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
F1D8S4	unreviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P05060	reviewed	endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; secretory granule [GO:0030141]
P09016	reviewed	cell junction [GO:0030054]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
P10826	reviewed	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
P27816	reviewed	axon [GO:0030424]; axoneme [GO:0005930]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]
Q03701	reviewed	nucleus [GO:0005634]
Q96RI1	reviewed	nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription factor complex [GO:0090575]
F1D8R5	unreviewed	nucleus [GO:0005634]
P11474	reviewed	cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; intercellular bridge [GO:0045171]; microtubule cytoskeleton [GO:0015630]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q00526	reviewed	nucleus [GO:0005634]
Q96MF2	reviewed	cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nucleoplasm [GO:0005654]; sarcolemma [GO:0042383]; voltage-gated calcium channel complex [GO:0005891]
F1D8S6	unreviewed	nucleoplasm [GO:0005654]
Q92786	reviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
F1D8T1	unreviewed	nucleoplasm [GO:0005654]
P01160	reviewed	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mast cell granule [GO:0042629]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]
P61457	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q92688	reviewed	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]
O14948	reviewed	nucleoplasm [GO:0005654]
F8WBI7	unreviewed	integral component of membrane [GO:0016021]
Q5VWX1	reviewed	nucleoplasm [GO:0005654]
Q6GX22	unreviewed	intracellular [GO:0005622]
Q9Y5P8	reviewed	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein phosphatase type 2A complex [GO:0000159]
G1UCX3	unreviewed	collagen trimer [GO:0005581]
P27448	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]
Q86U11	unreviewed	extracellular exosome [GO:0070062]
O60232	reviewed	
O75344	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; synaptonemal complex [GO:0000795]
P07910	reviewed	actin cytoskeleton [GO:0015629]; catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; membrane [GO:0016020]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; spliceosomal complex [GO:0005681]; telomerase holoenzyme complex [GO:0005697]
P35711	reviewed	nucleus [GO:0005634]
P61024	reviewed	cyclin-dependent protein kinase holoenzyme complex [GO:0000307]; nucleoplasm [GO:0005654]; SCF ubiquitin ligase complex [GO:0019005]
P63165	reviewed	cytosol [GO:0005829]; dendrite [GO:0030425]; fibrillar center [GO:0001650]; heterochromatin [GO:0000792]; nuclear body [GO:0016604]; nuclear envelope [GO:0005635]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nuclear speck [GO:0016607]; nuclear stress granule [GO:0097165]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; PML body [GO:0016605]; SUMO activating enzyme complex [GO:0031510]; synapse [GO:0045202]; XY body [GO:0001741]
Q01826	reviewed	nuclear body [GO:0016604]; nuclear heterochromatin [GO:0005720]; nuclear matrix [GO:0016363]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]
Q15742	reviewed	nucleus [GO:0005634]
Q15916	reviewed	mitochondrion [GO:0005739]; nucleus [GO:0005634]
Q59GP6	unreviewed	nucleus [GO:0005634]
Q5TA79	reviewed	cornified envelope [GO:0001533]; cytoplasm [GO:0005737]
Q5TA82	reviewed	cornified envelope [GO:0001533]; cytoplasm [GO:0005737]
Q8TCP9	reviewed	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
Q8WWZ3	reviewed	cytosol [GO:0005829]
Q96B23	reviewed	
Q96JM7	reviewed	nucleolus [GO:0005730]; nucleus [GO:0005634]
Q9BPY3	reviewed	Cajal body [GO:0015030]
Q9BYQ4	reviewed	cytosol [GO:0005829]; keratin filament [GO:0045095]
Q9HCK0	reviewed	nucleus [GO:0005634]
G4XUV3	unreviewed	
Q05519	reviewed	nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
G8H6I3	unreviewed	
H0YHG0	unreviewed	cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]
O00148	reviewed	cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
H3BR10	reviewed	integral component of membrane [GO:0016021]
Q96G97	reviewed	integral component of endoplasmic reticulum membrane [GO:0030176]
I7GY12	unreviewed	
K7EK91	unreviewed	dynein complex [GO:0030286]
K9JA46	unreviewed	cytoplasm [GO:0005737]; nucleus [GO:0005634]
O00170	reviewed	aryl hydrocarbon receptor complex [GO:0034751]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]
O95433	reviewed	cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]
O95801	reviewed	
P31948	reviewed	chaperone complex [GO:0101031]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; myelin sheath [GO:0043209]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]
P53041	reviewed	chaperone complex [GO:0101031]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; proximal dendrite [GO:1990635]
Q7L3B6	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; platelet dense granule lumen [GO:0031089]
Q8IWX7	reviewed	cytosol [GO:0005829]
Q9UHD1	reviewed	
Q9UIM3	reviewed	cytosol [GO:0005829]; extracellular region [GO:0005576]
M9QQA5	unreviewed	
O00115	reviewed	extracellular exosome [GO:0070062]; lysosome [GO:0005764]
O00116	reviewed	cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; peroxisomal matrix [GO:0005782]; peroxisomal membrane [GO:0005778]; peroxisome [GO:0005777]
Q9BQQ3	reviewed	endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]
O00139	reviewed	centriolar subdistal appendage [GO:0120103]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; membrane [GO:0016020]; microtubule [GO:0005874]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleus [GO:0005634]; sperm principal piece [GO:0097228]; spindle pole [GO:0000922]
Q659C4	reviewed	nucleus [GO:0005634]
Q8NE31	reviewed	
Q96EL3	reviewed	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]
O00141	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q9NVA4	reviewed	integral component of membrane [GO:0016021]
O00144	reviewed	cell surface [GO:0009986]; cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; filopodium membrane [GO:0031527]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]
P60369	reviewed	cytosol [GO:0005829]; keratin filament [GO:0045095]
P82979	reviewed	cytoplasmic ribonucleoprotein granule [GO:0036464]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription export complex [GO:0000346]
Q05397	reviewed	apical plasma membrane [GO:0016324]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]
Q06265	reviewed	cytoplasm [GO:0005737]; cytoplasmic exosome (RNase complex) [GO:0000177]; cytosol [GO:0005829]; exosome (RNase complex) [GO:0000178]; extracellular exosome [GO:0070062]; nuclear chromosome [GO:0000228]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q658W2	unreviewed	cytoskeleton [GO:0005856]; focal adhesion [GO:0005925]
P21673	reviewed	cytosol [GO:0005829]; intracellular [GO:0005622]
Q9H2X6	reviewed	cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; PML body [GO:0016605]; RNA polymerase II transcription factor complex [GO:0090575]
P14136	reviewed	astrocyte end-foot [GO:0097450]; cell body [GO:0044297]; cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; cytosol [GO:0005829]; intermediate filament [GO:0005882]; myelin sheath [GO:0043209]
P63272	reviewed	DSIF complex [GO:0032044]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
Q32NB8	reviewed	endoplasmic reticulum [GO:0005783]; mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]
O00154	reviewed	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]
P43360	reviewed	
V9HW27	unreviewed	
O00155	reviewed	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]
O95292	reviewed	cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]
Q58DX5	reviewed	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]
Q969F0	reviewed	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; Mitochondria-associated ER Membrane [GO:0044233]; mitochondrial outer membrane [GO:0005741]
Q9UJ14	reviewed	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
O00159	reviewed	basal plasma membrane [GO:0009925]; brush border [GO:0005903]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; filamentous actin [GO:0031941]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; membrane raft [GO:0045121]; microvillus [GO:0005902]; nuclear body [GO:0016604]; nuclear pore [GO:0005643]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; ruffle membrane [GO:0032587]; stereocilium membrane [GO:0060171]; unconventional myosin complex [GO:0016461]
O00160	reviewed	unconventional myosin complex [GO:0016461]
Q00978	reviewed	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]
O00161	reviewed	azurophil granule [GO:0042582]; cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; mast cell granule [GO:0042629]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; SNARE complex [GO:0031201]; specific granule [GO:0042581]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
O75558	reviewed	endomembrane system [GO:0012505]; Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; presynaptic active zone membrane [GO:0048787]; presynaptic membrane [GO:0042734]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]
